DeltaPHI,GR,ILD_log10,NM_M,PE,PHIND,RELPOS,smooth_PE,train,Facies,Well Name,Depth,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
-0.16717971715436974,0.08548750369575685,-0.11852066809437863,-1.0946387511800364,-0.15534993648147175,-0.3338035672416664,1.6634782540161532,-1.1386064844663992,0,2.0,STUART,2808.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46666813111977745,0.4516381161298892,-0.2923026565902698,-1.0946387511800364,-0.4802413745964634,-0.14458757898891103,1.5865660525182026,-1.1386064844663992,0,3.0,STUART,2808.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0410927436182233,0.6400175356283905,-0.3656772739552013,-1.0946387511800364,-0.8402210880278749,0.09557117533189406,1.5096538510202522,-1.1386064844663992,0,2.0,STUART,2809.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0609004888767903,0.5656932312822492,-0.261408080857667,-1.0946387511800364,-0.9532833084918916,0.04462840926384456,1.4292456403633038,-1.1386064844663992,0,2.0,STUART,2809.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9024385268082535,0.40890497705116097,-0.08762609236177574,-1.0946387511800364,-0.8974019811361128,-0.08636727491114006,1.3523334388653534,-1.1386064844663992,0,2.0,STUART,2810.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.545899112154046,0.3416528237469323,0.024366744668909725,-1.0946387511800364,-0.8116306414737546,-0.10092235093058274,1.2754212373674032,-1.1386064844663992,0,3.0,STUART,2810.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46666813111977745,0.47532315027969213,0.05139949843493725,-1.0946387511800364,-0.8038332469589952,-0.07181219889169739,1.1985090358694526,-1.1386064844663992,0,2.0,STUART,2811.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42705264060264325,0.6732099426411419,0.024366744668909725,-1.0946387511800364,-0.763546708632736,-0.04270204685281177,1.1181008252125046,-1.1386064844663992,0,2.0,STUART,2811.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5062836216369117,0.6908903202459241,-0.029698762863145323,-1.0946387511800364,-0.7661458401376556,0.0155182572249592,1.0411886237145542,-1.1386064844663992,0,2.0,STUART,2812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6251300931883143,0.64872428761867,-0.07217880449547429,-1.0946387511800364,-0.7583484456228967,0.000963181205516262,0.9642764222166037,-1.1386064844663992,0,2.0,STUART,2812.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6251300931883143,0.5120516328134003,-0.03742240679629647,-1.0946387511800364,-0.7323571305736973,-0.1300325029694681,0.8873642207186532,-1.1386064844663992,0,2.0,STUART,2813.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4072448953440762,0.1764246911497875,0.06298496433466333,-1.0946387511800364,-0.7986349839491553,-0.31197095321250223,0.8104520192207022,-1.1386064844663992,0,2.0,STUART,2813.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05070548068986845,0.00899485115280232,0.11318864990014259,-1.0946387511800364,-0.7895380236819354,-0.4720767894263725,0.7300438085637543,-1.1386064844663992,0,2.0,STUART,2814.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12756422663723552,-0.06392836666616789,0.05526132040151261,-1.0946387511800364,-0.792137155186855,-0.5521297075333074,0.6531316070658038,-1.1386064844663992,0,2.0,STUART,2814.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.26621844344720524,-0.07810602795302152,-0.05673151662917328,-1.0946387511800364,-0.8389215222754144,-0.5302970935041432,0.5762194055678537,-1.1386064844663992,0,1.0,STUART,2815.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.26621844344720524,-0.00595007180369315,-0.15327706579355688,-1.0946387511800364,-0.9467854797295919,-0.45752171340692954,0.49930720406990314,-1.1386064844663992,0,2.0,STUART,2815.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.16717971715436974,0.047124420213681885,-0.23437532709163944,-1.0946387511800364,-1.0351559508968697,-0.34835864326110905,0.41889899341295483,-1.1386064844663992,0,2.0,STUART,2816.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.14737197189580262,0.40753724972701755,-0.32705905428944765,-1.0946387511800364,-1.1248259878166067,-0.15186511699863225,0.2650745904170538,-1.1386064844663992,0,2.0,STUART,2816.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05070548068986845,0.7126738798231377,-0.2961644785568452,-1.0946387511800364,-1.1131298960444678,-0.0063143568042049476,0.18816238891910325,-1.1386064844663992,0,2.0,STUART,2817.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4864758763783445,0.8588539074913563,-0.24209897102479017,-1.0946387511800364,-0.9415872167197514,0.08101609931245138,0.1112501874211531,-1.1386064844663992,0,2.0,STUART,2817.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6053223479297472,0.8308321769479277,-0.19575710742588584,-1.0946387511800364,-0.9389880852148318,0.270232087565207,0.03084197676420442,-1.1386064844663992,0,2.0,STUART,2818.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4468603858612104,0.5964504164739648,-0.09534973629492645,-1.0946387511800364,-0.9259924276902318,0.13923640339022236,-0.046070224733745724,-1.1386064844663992,0,2.0,STUART,2818.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.26621844344720524,0.09612908946165373,0.15953051349904734,-1.0946387511800364,-0.9389880852148318,-0.2246404970958459,-0.12298242623169627,-1.1386064844663992,0,2.0,STUART,2819.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2860261887057723,-0.2879687742014844,0.4955090245911033,-1.0946387511800364,-0.8870054551164331,-0.6976804677277346,-0.19989462772964658,-1.1386064844663992,0,2.0,STUART,2819.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.622757858101413,-0.5204490601028579,0.6924619448864463,-1.0946387511800364,-0.8285249962557347,-0.7922884618541124,-0.28030283838659487,-1.1386064844663992,0,2.0,STUART,2820.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
