Depth,Well Name,Formation,Facies,PE_GLCM_correlation_wsize=ave,DeltaPHI,PHIND,PE,NM_M,RELPOS,GR_d1,GR_GLCM_dissimilarity_asym_wsize=ave,ILD_log10_d1,DeltaPHI_d1,DeltaPHI_d2,PE_d1,GR_GLCM_energy_asym_wsize=ave,GR_mean_wsize=3,GR_mean_wsize=5,GR_std_wsize=3,GR_std_wsize=5,ILD_log10_GLCM_dissimilarity_asym_wsize=9,ILD_log10_GLCM_dissimilarity_asym_wsize=17,GR_std_wsize=33,GR_skew_wsize=3,GR_skew_wsize=5,GR,ILD_log10_mean_wsize=3,ILD_log10_GLCM_correlation_asym_wsize=129,DeltaPHI_GLCM_dissimilarity_asym_wsize=17,DeltaPHI_GLCM_dissimilarity_asym_wsize=ave,ILD_log10_skew_wsize=3,DeltaPHI_GLCM_energy_asym_wsize=5,DeltaPHI_GLCM_energy_asym_wsize=65,DeltaPHI_GLCM_energy_asym_wsize=129,DeltaPHI_std_wsize=5,DeltaPHI_std_wsize=129,PHIND_GLCM_energy_asym_wsize=3,DeltaPHI_skew_wsize=9,PHIND_GLCM_energy_asym_wsize=17,DeltaPHI_skew_wsize=ave,PHIND_mean_wsize=3,PHIND_mean_wsize=9,PHIND_mean_wsize=ave,PHIND_std_wsize=17,PHIND_std_wsize=33,PHIND_skew_wsize=33,PE_GLCM_correlation_asym_wsize=9,PE_mean_wsize=65,PE_mean_wsize=129,PE_std_wsize=3,PE_std_wsize=9,PE_std_wsize=33,PE_std_wsize=65,GR_GLCM_dissimilarity_wsize=3,GR_GLCM_dissimilarity_wsize=5,GR_GLCM_energy_wsize=3,GR_GLCM_correlation_wsize=5,ILD_log10_GLCM_dissimilarity_wsize=5,ILD_log10_GLCM_dissimilarity_wsize=17,ILD_log10_GLCM_dissimilarity_wsize=65,ILD_log10_GLCM_energy_wsize=5,ILD_log10_GLCM_energy_wsize=ave,ILD_log10_GLCM_correlation_wsize=5,ILD_log10_GLCM_correlation_wsize=9,ILD_log10_GLCM_correlation_wsize=17,ILD_log10_GLCM_correlation_wsize=129,DeltaPHI_GLCM_dissimilarity_wsize=33,DeltaPHI_GLCM_dissimilarity_wsize=ave,DeltaPHI_GLCM_energy_wsize=3,DeltaPHI_GLCM_energy_wsize=33,DeltaPHI_GLCM_correlation_wsize=5,ILD_log10_GLCM_energy_asym_wsize=3,PHIND_GLCM_dissimilarity_wsize=3,PHIND_GLCM_dissimilarity_wsize=5,PHIND_GLCM_energy_wsize=ave,PE_GLCM_dissimilarity_wsize=ave,PE_GLCM_energy_wsize=ave,PE_GLCM_correlation_wsize=17
2793.0,SHRIMPLIN,A1 SH,3,0.649637028244,9.9,11.915,4.6,1,1.0,0.0267336627796,3.32142857143,-0.0118730536696,0.815272294071,-0.350756684658,-0.632253831515,0.567422407206,0.421996326762,0.428993285415,0.0126023694916,0.0211562847348,4.125,2.8125,0.119231983439,0.707106781187,0.832807354835,77.45,0.0135917198828,0.949434352862,2.8125,3.32142857143,-0.707106781187,0.612372435696,0.522445421791,0.508593149961,0.428777091275,0.546253872562,0.707106781187,0.291968516204,0.53764532919,0.433938017144,-0.149944071344,-0.112242246025,-0.0862254314212,0.113855516567,0.179846460379,1.28185294096,0.872027282634,0.266015352259,0.578078048396,0.298047314464,0.638622351676,0.729943157959,0.894260449026,0.5,0.25,0.612372435696,0.466666666667,0.0,0.25,0.546875,1.0,0.718784557802,1.0,0.589743589744,0.92967032967,0.988342343439,0.90625,1.62276785714,0.612372435696,0.525241759812,0.507389162562,0.707106781187,1.5,1.25,0.536685523855,3.32142857143,0.537896626137,0.915237778274
2793.5,SHRIMPLIN,A1 SH,3,0.736633296178,14.2,12.565,4.1,1,0.979,0.0264036175601,5.07924107143,-0.0118730536696,0.464515609413,-0.42185601263,-0.632253831515,0.523391893515,0.439598738468,0.486091108389,0.0215590248729,0.108035128982,4.625,2.9375,0.142541324414,-0.0153078491645,1.38116997881,78.26,0.0056763507697,0.948921267353,2.9375,5.07924107143,2.25455919355e-14,0.5,0.50775240029,0.500975610684,0.412366295313,0.55062284099,0.707106781187,-0.153296757091,0.484122918276,0.0325716774777,-0.0968966683645,-0.0893407240342,-0.0670906916442,0.122499841656,0.186454494142,1.09601854422,0.866742393922,0.238779802594,0.582979240888,0.51623309171,0.644774924888,0.754940831746,0.895207929358,0.5,1.75,0.612372435696,0.023102310231,0.25,0.3125,0.59375,0.770551750371,0.653323185683,-0.142857142857,0.652173913043,0.938056523422,0.988135208525,0.9375,1.75892857143,0.5,0.496078370825,0.509025270758,0.707106781187,2.5,1.5,0.466695000406,5.07924107143,0.468770044307,0.918164292178
2794.0,SHRIMPLIN,A1 SH,3,0.709830451582,14.8,13.05,3.6,1,0.957,0.129377726044,4.87053571429,-0.0118730536696,-0.0284397311885,-0.293877222281,-0.379352298909,0.498513173608,0.534761776758,0.467146512789,0.116320950785,0.125989357857,4.875,3.0625,0.160479566749,0.680553970912,0.892354886598,79.05,-0.00619670289992,0.949112035896,3.0625,4.87053571429,2.27780207184e-14,0.5,0.493116682439,0.49336416887,0.328525060378,0.559413031072,0.707106781187,-0.483534019937,0.433012701892,-0.0559668514546,-0.0408113083865,-0.0579485017131,-0.0476875106516,0.120414626623,0.193194761484,0.931387190875,0.854031053122,0.215435045738,0.591801387375,0.331891443181,0.610815231447,0.780624250438,0.892057061423,3.0,4.25,0.612372435696,-0.653092006033,0.25,0.4375,0.625,0.586301969978,0.539645592151,0.466666666667,0.776744186047,0.927401058735,0.987958279296,1.125,1.40178571429,0.707106781187,0.467184887116,-0.065274151436,0.707106781187,1.5,1.5,0.438349115551,4.87053571429,0.434893866526,0.916710488522
2794.5,SHRIMPLIN,A1 SH,3,0.653991647364,13.9,13.115,3.5,1,0.936,-0.0737651065584,3.5078125,-0.021767265061,-0.12323883515,0.0189598207924,-0.126450766303,0.480014232382,0.494276229832,0.444175365512,0.156513136299,0.143065431899,5.375,3.1875,0.190498178952,0.266062867097,0.776878337226,86.1,-0.0246658974971,0.949344685195,3.1875,3.5078125,-0.492208428331,0.5,0.478543525972,0.485884743921,0.0807964259687,0.572433479637,0.707106781187,-0.725700209037,0.395284707521,0.10457165663,-0.0064590254,-0.0267120720587,-0.0321370956472,0.116185366664,0.19563275686,0.786017193756,0.830660471961,0.215435045738,0.601603772359,0.103246618342,0.562705471531,0.806600339913,0.892057061423,8.0,4.25,0.5,-0.0630455868089,0.5,0.5625,0.671875,0.433012701892,0.486963224677,0.428571428571,0.844660194175,0.934663106644,0.987822913225,1.1875,1.11160714286,0.612372435696,0.438614651488,-0.333333333333,0.707106781187,0.5,1.0,0.432388087973,3.5078125,0.411474936457,0.911296844251
2795.0,SHRIMPLIN,A1 SH,3,0.532331711147,13.5,13.3,3.4,1,0.915,-0.200172425627,3.04241071429,-0.0375980032871,0.00947991039618,0.161158476735,0.0632253831515,0.474574629582,0.438388572664,0.414207259581,0.184162537947,0.155952509474,5.625,3.4375,0.219340660822,0.700774072728,0.990026685023,74.58,-0.0536889175784,0.94957006968,3.4375,3.04241071429,-0.19046593348,0.5,0.464564648354,0.478415965387,0.1421860155,0.584306840984,0.707106781187,-1.14813714607,0.364434493428,-0.126432245534,0.00919813759386,0.00545911359533,-0.0179426461416,0.112186896093,0.196829787593,0.653534249251,0.777748489457,0.205708063715,0.609445680347,0.103246618342,0.471044689233,0.814714725532,0.885713153715,5.5,4.25,0.5,0.163996948894,0.75,0.6875,0.703125,0.395284707521,0.45464890399,0.489361702128,0.888111888112,0.945111492281,0.987739649027,1.375,1.10825892857,1.0,0.410435173018,-0.333333333333,0.707106781187,0.5,1.0,0.425058722179,3.04241071429,0.400314459875,0.900850161027
2795.5,SHRIMPLIN,A1 SH,3,0.538920078506,14.0,13.385,3.6,1,0.894,-0.0141919444385,3.09709821429,-0.0336403187306,0.19907811832,0.113758924754,0.189676149454,0.466028766106,0.302189912083,0.391764184655,0.0119212893714,0.154970988744,5.0,3.5625,0.244619320282,0.461667922697,1.42712075724,73.97,-0.0866696222162,0.949750458423,3.5625,3.09709821429,0.341864168312,0.5,0.45015188409,0.470828724166,0.218161555075,0.593320812725,0.707106781187,0.223605974595,0.353553390593,0.186672903864,0.0472894445789,0.0413693232479,0.0023848866323,0.124484086458,0.195937246014,0.543038759177,0.307211791713,0.184308703263,0.616307349836,0.1577118146,0.256004734986,0.818167684083,0.880480481119,0.5,3.25,0.612372435696,-0.0619469026549,0.75,0.8125,0.71875,0.395284707521,0.414687079359,0.661971830986,0.882179675994,0.954070125077,0.987717467021,1.5,1.10491071429,0.612372435696,0.38273277231,0.466666666667,0.707106781187,1.5,0.75,0.400805971838,3.09709821429,0.397425733756,0.888224735747
2796.0,SHRIMPLIN,A1 SH,3,0.425345613758,15.6,13.93,3.7,1,0.872,0.0277237984381,2.81138392857,-0.021767265061,0.236997759904,-0.0710993279713,-0.0632253831515,0.456275279228,0.313961524912,0.310507051614,0.0282843596777,0.0237883626492,2.5,3.9375,0.25174223046,0.662242814572,0.95663437909,73.72,-0.115692642298,0.949921691085,3.9375,2.81138392857,0.110780117655,0.5,0.435822677531,0.463248971262,0.227075022744,0.598776658199,0.707106781187,0.116235542706,0.330718913883,-0.104899621761,0.0762668805676,0.053988529243,0.0207310295486,0.162107148339,0.19546733655,0.4255738289,0.0666666666667,0.157073153598,0.623169019326,0.103246618342,0.119218925785,0.817018319369,0.878914508203,1.0,1.25,0.612372435696,-0.531914893617,0.75,0.9375,0.734375,0.395284707521,0.398045589163,0.661971830986,0.836177474403,0.960905048136,0.987869724021,1.53125,1.11941964286,0.612372435696,0.355618958648,0.466666666667,0.707106781187,1.0,0.75,0.422788895885,2.81138392857,0.389763197493,0.863129798662
2796.5,SHRIMPLIN,A1 SH,3,0.592062160194,16.5,13.92,3.5,1,0.83,0.00115515826825,2.77566964286,-0.0118730536696,0.0568794623771,-0.0995390591598,-0.189676149454,0.45407590779,0.311981253595,0.325755140755,0.0294984037499,0.0416587672919,2.5,4.1875,0.255028198191,0.703855106233,0.674914805779,75.65,-0.131523380524,0.950091311597,4.1875,2.77566964286,0.630903856711,0.5,0.421585548851,0.455811004557,0.192084600975,0.602671793434,0.707106781187,0.15714772512,0.3186887196,-0.19053453562,0.104075871557,0.0483799932452,0.0353001788224,0.174657738185,0.195945556596,0.306352071293,0.230940107676,0.129837603933,0.629050450317,0.1577118146,0.134763682485,0.811247070084,0.87649985596,2.0,1.75,0.707106781187,-0.563218390805,0.75,1.3125,0.75,0.395284707521,0.400630579128,0.489361702128,0.853211009174,0.936538899184,0.988061217291,1.65625,1.13169642857,1.0,0.329239179777,0.0,0.707106781187,0.0,0.75,0.467834341461,2.77566964286,0.392523287327,0.829442080037
2797.0,SHRIMPLIN,A1 SH,3,0.379149276463,16.2,13.98,3.4,1,0.809,0.020462803609,2.67745535714,-0.0197884227827,0.0379196415847,-0.0947991039618,0.0,0.44889439315,0.346856031789,0.33988107615,0.0420470643692,0.0419042546891,2.75,4.1875,0.263862579984,-0.23906314693,-0.112125857475,73.79,-0.151311803306,0.950258610728,4.1875,2.67745535714,-0.680971899702,0.5,0.407450150325,0.448249633993,0.139325659668,0.606300970027,0.707106781187,-0.475974617217,0.3186887196,-0.154437717314,0.117629833551,0.0384092625824,0.0419873070069,0.170763292782,0.197225632617,0.196366299122,0.0563436169819,0.104547450672,0.638852835301,0.0596094628927,0.134763682485,0.800754008971,0.871659168083,2.5,2.0,0.5,-0.5,1.0,1.4375,0.78125,0.395284707521,0.38683303681,0.4,0.868852459016,0.953586968649,0.988290405407,1.75,1.3359375,0.612372435696,0.303784720238,-0.333333333333,0.707106781187,0.5,1.0,0.40324568009,2.67745535714,0.413517189989,0.756161840703
2797.5,SHRIMPLIN,A1 SH,3,0.592711058931,16.9,14.22,3.5,1,0.787,0.0382852454621,2.52566964286,-0.0474922146785,-0.132718745546,-0.189598207924,0.126450766303,0.449473695034,0.351916725154,0.34800018855,0.0434535864235,0.0347751781777,2.5,3.875,0.263683656022,-0.52557104278,-0.322158184902,76.89,-0.184292507944,0.950506707794,3.875,2.52566964286,-0.294799620145,0.5,0.39342744725,0.440697024255,0.25112996575,0.610222168886,0.707106781187,-0.445142339612,0.3186887196,-0.289986532713,0.0921577325613,0.0638034672391,0.0429763093458,0.163116361909,0.194032987415,0.0956068550315,0.240971178152,0.0792572974117,0.648655220286,0.103246618342,0.134763682485,0.785349894426,0.866053248597,2.0,1.75,0.5,-0.518987341772,1.25,1.5,0.796875,0.395284707521,0.360426717466,0.623036649215,0.887864256732,0.963432370663,0.988607495374,1.8125,1.47321428571,0.707106781187,0.279508497187,-0.0434782608696,0.707106781187,2.0,2.0,0.357460945366,2.52566964286,0.385788056876,0.598152799157
