Depth,Well Name,Formation,Facies,GR_GLCM_energy_asym_wsize=3,GR_GLCM_energy_asym_wsize=5,DeltaPHI,PHIND,NM_M,GR,GR_GLCM_correlation_asym_wsize=3,GR_mean_wsize=5,GR_std_wsize=5,ILD_log10_GLCM_dissimilarity_asym_wsize=65,GR_std_wsize=ave,ILD_log10_GLCM_energy_asym_wsize=3,ILD_log10_GLCM_energy_asym_wsize=5,ILD_log10_GLCM_energy_asym_wsize=17,ILD_log10_GLCM_correlation_asym_wsize=3,ILD_log10_GLCM_correlation_asym_wsize=5,ILD_log10_GLCM_correlation_asym_wsize=ave,ILD_log10_std_wsize=3,RELPOS,DeltaPHI_GLCM_energy_asym_wsize=3,DeltaPHI_GLCM_energy_asym_wsize=5,DeltaPHI_GLCM_energy_asym_wsize=33,GR_GLCM_correlation_asym_wsize=5,DeltaPHI_GLCM_correlation_asym_wsize=3,DeltaPHI_GLCM_correlation_asym_wsize=65,PE_GLCM_correlation_asym_wsize=3,PHIND_skew_wsize=5,PHIND_GLCM_energy_asym_wsize=3,PHIND_GLCM_energy_asym_wsize=5,PHIND_GLCM_energy_asym_wsize=17,DeltaPHI_skew_wsize=ave,PHIND_mean_wsize=3,PHIND_mean_wsize=5,PHIND_mean_wsize=17,PHIND_std_wsize=5,PE_GLCM_dissimilarity_asym_wsize=129,PHIND_std_wsize=ave,PE_GLCM_energy_asym_wsize=3,PE_GLCM_energy_asym_wsize=5,PHIND_skew_wsize=17,PE_mean_wsize=3,PE_GLCM_correlation_asym_wsize=33,PE_mean_wsize=65,PE_std_wsize=5,PE_std_wsize=129,PE_skew_wsize=3,PE_skew_wsize=9,GR_GLCM_dissimilarity_wsize=3,GR_GLCM_energy_wsize=5,GR_GLCM_correlation_wsize=65,GR_GLCM_correlation_wsize=ave,ILD_log10_GLCM_dissimilarity_wsize=5,ILD_log10_GLCM_correlation_wsize=3,ILD_log10_GLCM_correlation_wsize=5,ILD_log10_GLCM_correlation_wsize=17,ILD_log10_GLCM_correlation_wsize=129,DeltaPHI_GLCM_correlation_wsize=5,DeltaPHI_GLCM_correlation_wsize=33,PHIND_GLCM_dissimilarity_wsize=ave,PHIND_GLCM_energy_wsize=3,PE_GLCM_dissimilarity_wsize=3,PHIND_GLCM_correlation_asym_wsize=3,PE_GLCM_dissimilarity_wsize=9,PE_GLCM_dissimilarity_wsize=17,PE_GLCM_energy_wsize=3,PE_GLCM_energy_wsize=5,GR_skew_wsize=5,GR_GLCM_dissimilarity_asym_wsize=3,GR_GLCM_dissimilarity_asym_wsize=9,GR_GLCM_dissimilarity_asym_wsize=ave
2793.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.612372435696,9.9,11.915,1,77.45,1.0,0.428993285415,0.0211562847348,1.296875,0.136423296738,0.707106781187,0.612372435696,0.53764532919,1.0,0.970713676233,0.95266880454,0.00559701117545,1.0,0.707106781187,0.612372435696,0.524776738242,0.970713676233,1.0,0.986736114243,1.0,0.722892447109,0.707106781187,0.612372435696,0.53764532919,0.433938017144,-0.149944071344,-0.130267457551,-0.0819680651939,0.06496829911,2.171875,0.182902136568,0.707106781187,0.612372435696,0.537058114549,0.895675321901,0.964356452682,0.266015352259,0.505803065212,0.882062153901,-0.707106781187,-0.516556574145,0.5,0.586301969978,0.817148405105,0.275323648032,0.0,1.0,1.0,0.92967032967,0.988342343439,0.507389162562,0.858724801605,1.28683035714,0.612372435696,3.5,1.0,4.125,2.8125,0.612372435696,0.559016994375,0.832807354835,3.5,4.125,3.32142857143
2793.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,14.2,12.565,1,78.26,1.0,0.486091108389,0.108035128982,1.359375,0.15750364766,0.707106781187,0.5,0.484122918276,1.0,0.776967845633,0.92456504427,0.00969430772642,0.979,0.707106781187,0.5,0.496078370825,0.776967845633,1.0,0.986380483304,1.0,-0.0704189956377,0.707106781187,0.5,0.484122918276,0.0325716774777,-0.0968966683645,-0.0966162415646,-0.0629567777308,0.0733593506996,2.2265625,0.191496658932,0.707106781187,0.5,0.356024385287,0.474172767558,0.966665235561,0.238779802594,0.595259511455,0.886728535286,4.03499232576e-16,-0.0625783679073,0.5,0.433012701892,0.818241430425,0.28970838373,0.25,1.0,-0.142857142857,0.938056523422,0.988135208525,0.509025270758,0.861511174175,1.53794642857,0.5,14.5,1.0,4.625,2.9375,0.5,0.395284707521,1.38116997881,14.5,4.625,5.07924107143
2794.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,14.8,13.05,1,79.05,1.0,0.467146512789,0.125989357857,1.453125,0.182615934615,0.707106781187,0.5,0.433012701892,1.0,0.794688432838,0.925141631492,0.00969430772642,0.957,0.707106781187,0.5,0.467707173347,0.794688432838,1.0,0.985497141618,1.0,-0.789221059042,0.707106781187,0.5,0.433012701892,-0.0559668514546,-0.0408113083865,-0.0577771297799,-0.0509149210296,0.0700946405829,2.234375,0.192946973884,0.707106781187,0.5,0.150751788457,0.0105199577804,0.968665191366,0.215435045738,0.568887930162,0.897488511468,0.630903856711,0.358176885563,3.0,0.395284707521,0.839333868784,0.254296000692,0.25,-0.333333333333,0.466666666667,0.927401058735,0.987958279296,-0.065274151436,0.843834939461,1.49888392857,0.5,12.0,1.0,4.875,3.0625,0.5,0.353553390593,0.892354886598,12.0,4.875,4.87053571429
2794.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,13.9,13.115,1,86.1,1.0,0.444175365512,0.143065431899,1.96875,0.19820621143,0.707106781187,0.5,0.395284707521,1.0,0.459967659661,0.870363224995,0.018374722394,0.936,0.707106781187,0.5,0.439726477483,0.459967659661,1.0,0.963640571489,1.0,-0.866268813483,0.707106781187,0.5,0.395284707521,0.10457165663,-0.0064590254,-0.016554390196,-0.0445228395615,0.0400887740946,2.2421875,0.18933756513,0.707106781187,0.5,0.0835515528281,-0.28453183026,0.970388794804,0.215435045738,0.305582084527,0.909875728487,-7.88084438625e-16,0.854356660957,8.0,0.395284707521,0.858176825773,0.286887774935,0.5,-0.333333333333,0.428571428571,0.934663106644,0.987822913225,-0.333333333333,0.8735301293,1.33035714286,0.612372435696,2.0,1.0,5.375,3.1875,0.5,0.353553390593,0.776878337226,2.0,5.375,3.5078125
2795.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,13.5,13.3,1,74.58,-1.0,0.414207259581,0.155952509474,2.078125,0.20996997243,0.707106781187,0.5,0.364434493428,-1.0,0.134839972493,0.529378680563,0.0308259339028,0.915,0.707106781187,0.5,0.412215811196,0.134839972493,-1.0,0.962528698201,-1.0,0.968147290888,0.707106781187,0.5,0.364434493428,-0.126432245534,0.00919813759386,0.0217238679889,-0.0399040452104,0.043676867939,2.25,0.188666342536,0.707106781187,0.5,0.0657313501147,-0.28453183026,0.969756919641,0.205708063715,0.128954984978,0.918511195511,-7.88084438625e-16,1.46027369415,5.5,0.395284707521,0.820318054672,0.426667920793,0.75,-0.333333333333,0.489361702128,0.945111492281,0.987739649027,-0.333333333333,0.888198757764,1.40178571429,0.612372435696,3.0,-1.0,5.625,3.4375,0.5,0.353553390593,0.990026685023,3.0,5.625,3.04241071429
2795.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,14.0,13.385,1,73.97,1.0,0.391764184655,0.154970988744,2.453125,0.192890751326,0.707106781187,0.5,0.353553390593,1.0,0.0,0.725718104884,0.0278604002202,0.894,0.707106781187,0.5,0.385275875186,0.0,1.0,0.950896335233,1.0,0.19637166535,0.707106781187,0.5,0.353553390593,0.186672903864,0.0472894445789,0.0461209995794,-0.0150367863378,0.0468510020551,2.2578125,0.192716055556,0.707106781187,0.5,0.211484591365,-0.200231319391,0.970034522196,0.184308703263,0.128954984978,0.925478046709,-0.381801774161,1.59753284419,0.5,0.395284707521,0.798239290677,0.344033868626,0.75,0.0,0.661971830986,0.954070125077,0.987717467021,0.466666666667,0.906621577397,1.61830357143,0.5,3.0,1.0,5.0,3.5625,0.5,0.353553390593,1.42712075724,3.0,5.0,3.09709821429
2796.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,15.6,13.93,1,73.72,-1.0,0.310507051614,0.0237883626492,2.578125,0.188550071331,0.707106781187,0.5,0.330718913883,-1.0,0.0,0.402980032028,0.0177973612368,0.872,0.707106781187,0.5,0.361744903212,0.0,-1.0,0.949347470974,-1.0,-0.418673909022,0.707106781187,0.5,0.330718913883,-0.104899621761,0.0762668805676,0.0703779177699,0.0232332240001,0.0415410446123,2.2578125,0.197372091534,0.707106781187,0.5,1.01500815361,-0.158081063957,0.969983765165,0.157073153598,0.147465667076,0.932342345163,0.0,0.0883883476483,1.0,0.467707173347,0.806717397204,0.306652959076,0.75,0.0,0.661971830986,0.960905048136,0.987869724021,0.466666666667,0.920129557288,1.62723214286,0.612372435696,3.0,-1.0,2.5,3.9375,0.5,0.353553390593,0.95663437909,3.0,2.5,2.81138392857
2796.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,16.5,13.92,1,75.65,1.0,0.325755140755,0.0416587672919,2.578125,0.194087325019,0.707106781187,0.5,0.3186887196,1.0,0.307793505626,0.752992357341,0.0103876131203,0.83,0.707106781187,0.5,0.342326598441,0.307793505626,1.0,0.949062053834,1.0,-0.865108580769,0.707106781187,0.5,0.3186887196,-0.19053453562,0.104075871557,0.0961771833597,0.05659576534,0.0383723884501,2.2578125,0.197225708836,0.707106781187,0.5,0.855385646822,-0.242381574826,0.969601309297,0.129837603933,0.128954984978,0.937749656518,0.381801774161,0.145053505431,2.0,0.467707173347,0.800435272741,0.158936816715,0.75,-0.333333333333,0.489361702128,0.936538899184,0.988061217291,0.0,0.923060509703,1.56138392857,1.0,3.0,1.0,2.5,4.1875,0.5,0.433012701892,0.674914805779,3.0,2.5,2.77566964286
2797.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,16.2,13.98,1,73.79,-1.0,0.33988107615,0.0419042546891,2.625,0.190368094449,0.707106781187,0.5,0.3186887196,-1.0,0.0,0.392413645571,0.0177973612368,0.809,0.707106781187,0.5,0.327752765053,0.0,-1.0,0.94833300101,-1.0,-0.881851949652,0.707106781187,0.5,0.3186887196,-0.154437717314,0.117629833551,0.0958967565599,0.0830301151531,0.0388874224597,2.2734375,0.201856624517,0.707106781187,0.5,0.717538373558,-0.326682085694,0.968861449956,0.104547450672,0.128954984978,0.949227249958,-0.707106781187,0.145053505431,2.5,0.433012701892,0.786031028555,0.174570703327,1.0,-0.333333333333,0.4,0.953586968649,0.988290405407,-0.333333333333,0.926627942525,1.73102678571,0.612372435696,2.0,-1.0,2.75,4.1875,0.707106781187,0.433012701892,-0.112125857475,2.0,2.75,2.67745535714
2797.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,16.9,14.22,1,76.89,1.0,0.34800018855,0.0347751781777,2.625,0.20248436349,0.707106781187,0.5,0.3186887196,1.0,0.632455532034,0.774288425746,0.0391790782282,0.787,0.707106781187,0.5,0.3186887196,0.632455532034,1.0,0.947648561991,1.0,-0.735441436169,0.707106781187,0.5,0.3186887196,-0.289986532713,0.0921577325613,0.0611238333735,0.11004181426,0.0768768475714,2.2734375,0.214128859828,0.707106781187,0.5,0.671293528772,-0.28453183026,0.967711695568,0.0792572974117,0.128954984978,0.960467673752,-7.88084438625e-16,0.145053505431,2.0,0.353553390593,0.782163486533,0.164729537264,1.25,-0.0526315789474,0.623036649215,0.963432370663,0.988607495374,-0.0434782608696,0.933076197823,2.23995535714,0.5,2.0,1.0,2.5,3.875,0.5,0.433012701892,-0.322158184902,2.0,2.5,2.52566964286
