Depth,Well Name,Formation,Facies,PE_GLCM_correlation_wsize=ave,DeltaPHI,PHIND,NM_M,RELPOS,GR_d1,ILD_log10_d1,DeltaPHI_d1,PE_d1,GR_GLCM_energy_asym_wsize=ave,GR_GLCM_energy_wsize=3,GR_mean_wsize=5,GR_std_wsize=3,GR_std_wsize=5,ILD_log10_GLCM_dissimilarity_asym_wsize=9,ILD_log10_GLCM_dissimilarity_asym_wsize=17,GR_std_wsize=33,GR_skew_wsize=3,ILD_log10_GLCM_dissimilarity_wsize=5,GR,ILD_log10_mean_wsize=3,ILD_log10_GLCM_correlation_wsize=5,GR_GLCM_correlation_wsize=5,ILD_log10_GLCM_correlation_wsize=17,ILD_log10_GLCM_correlation_wsize=129,ILD_log10_skew_wsize=3,DeltaPHI_GLCM_energy_asym_wsize=5,DeltaPHI_GLCM_dissimilarity_wsize=33,DeltaPHI_GLCM_energy_asym_wsize=129,DeltaPHI_GLCM_dissimilarity_wsize=ave,DeltaPHI_GLCM_energy_wsize=3,DeltaPHI_GLCM_correlation_wsize=5,ILD_log10_GLCM_energy_asym_wsize=3,DeltaPHI_std_wsize=129,PHIND_GLCM_dissimilarity_wsize=3,GR_skew_wsize=5,DeltaPHI_skew_wsize=9,PHIND_mean_wsize=3,PHIND_mean_wsize=ave,GR_mean_wsize=3,PE_GLCM_dissimilarity_wsize=ave,PE_GLCM_correlation_asym_wsize=9,PE_mean_wsize=65,PE_mean_wsize=129,PE_std_wsize=33
2793.0,SHRIMPLIN,A1 SH,3,0.649637028244,9.9,11.915,1,1.0,0.0267336627796,-0.0118730536696,0.815272294071,-0.632253831515,0.567422407206,0.612372435696,0.428993285415,0.0126023694916,0.0211562847348,4.125,2.8125,0.119231983439,0.707106781187,0.0,77.45,0.0135917198828,1.0,0.466666666667,0.92967032967,0.988342343439,-0.707106781187,0.612372435696,0.90625,0.508593149961,1.62276785714,0.612372435696,0.507389162562,0.707106781187,0.546253872562,1.5,0.832807354835,0.291968516204,-0.149944071344,-0.0862254314212,0.421996326762,3.32142857143,0.872027282634,0.266015352259,0.578078048396,0.729943157959
2793.5,SHRIMPLIN,A1 SH,3,0.736633296178,14.2,12.565,1,0.979,0.0264036175601,-0.0118730536696,0.464515609413,-0.632253831515,0.523391893515,0.612372435696,0.486091108389,0.0215590248729,0.108035128982,4.625,2.9375,0.142541324414,-0.0153078491645,0.25,78.26,0.0056763507697,-0.142857142857,0.023102310231,0.938056523422,0.988135208525,2.25455919355e-14,0.5,0.9375,0.500975610684,1.75892857143,0.5,0.509025270758,0.707106781187,0.55062284099,2.5,1.38116997881,-0.153296757091,-0.0968966683645,-0.0670906916442,0.439598738468,5.07924107143,0.866742393922,0.238779802594,0.582979240888,0.754940831746
2794.0,SHRIMPLIN,A1 SH,3,0.709830451582,14.8,13.05,1,0.957,0.129377726044,-0.0118730536696,-0.0284397311885,-0.379352298909,0.498513173608,0.612372435696,0.467146512789,0.116320950785,0.125989357857,4.875,3.0625,0.160479566749,0.680553970912,0.25,79.05,-0.00619670289992,0.466666666667,-0.653092006033,0.927401058735,0.987958279296,2.27780207184e-14,0.5,1.125,0.49336416887,1.40178571429,0.707106781187,-0.065274151436,0.707106781187,0.559413031072,1.5,0.892354886598,-0.483534019937,-0.0408113083865,-0.0476875106516,0.534761776758,4.87053571429,0.854031053122,0.215435045738,0.591801387375,0.780624250438
2794.5,SHRIMPLIN,A1 SH,3,0.653991647364,13.9,13.115,1,0.936,-0.0737651065584,-0.021767265061,-0.12323883515,-0.126450766303,0.480014232382,0.5,0.444175365512,0.156513136299,0.143065431899,5.375,3.1875,0.190498178952,0.266062867097,0.5,86.1,-0.0246658974971,0.428571428571,-0.0630455868089,0.934663106644,0.987822913225,-0.492208428331,0.5,1.1875,0.485884743921,1.11160714286,0.612372435696,-0.333333333333,0.707106781187,0.572433479637,0.5,0.776878337226,-0.725700209037,-0.0064590254,-0.0321370956472,0.494276229832,3.5078125,0.830660471961,0.215435045738,0.601603772359,0.806600339913
2795.0,SHRIMPLIN,A1 SH,3,0.532331711147,13.5,13.3,1,0.915,-0.200172425627,-0.0375980032871,0.00947991039618,0.0632253831515,0.474574629582,0.5,0.414207259581,0.184162537947,0.155952509474,5.625,3.4375,0.219340660822,0.700774072728,0.75,74.58,-0.0536889175784,0.489361702128,0.163996948894,0.945111492281,0.987739649027,-0.19046593348,0.5,1.375,0.478415965387,1.10825892857,1.0,-0.333333333333,0.707106781187,0.584306840984,0.5,0.990026685023,-1.14813714607,0.00919813759386,-0.0179426461416,0.438388572664,3.04241071429,0.777748489457,0.205708063715,0.609445680347,0.814714725532
2795.5,SHRIMPLIN,A1 SH,3,0.538920078506,14.0,13.385,1,0.894,-0.0141919444385,-0.0336403187306,0.19907811832,0.189676149454,0.466028766106,0.612372435696,0.391764184655,0.0119212893714,0.154970988744,5.0,3.5625,0.244619320282,0.461667922697,0.75,73.97,-0.0866696222162,0.661971830986,-0.0619469026549,0.954070125077,0.987717467021,0.341864168312,0.5,1.5,0.470828724166,1.10491071429,0.612372435696,0.466666666667,0.707106781187,0.593320812725,1.5,1.42712075724,0.223605974595,0.0472894445789,0.0023848866323,0.302189912083,3.09709821429,0.307211791713,0.184308703263,0.616307349836,0.818167684083
2796.0,SHRIMPLIN,A1 SH,3,0.425345613758,15.6,13.93,1,0.872,0.0277237984381,-0.021767265061,0.236997759904,-0.0632253831515,0.456275279228,0.612372435696,0.310507051614,0.0282843596777,0.0237883626492,2.5,3.9375,0.25174223046,0.662242814572,0.75,73.72,-0.115692642298,0.661971830986,-0.531914893617,0.960905048136,0.987869724021,0.110780117655,0.5,1.53125,0.463248971262,1.11941964286,0.612372435696,0.466666666667,0.707106781187,0.598776658199,1.0,0.95663437909,0.116235542706,0.0762668805676,0.0207310295486,0.313961524912,2.81138392857,0.0666666666667,0.157073153598,0.623169019326,0.817018319369
2796.5,SHRIMPLIN,A1 SH,3,0.592062160194,16.5,13.92,1,0.83,0.00115515826825,-0.0118730536696,0.0568794623771,-0.189676149454,0.45407590779,0.707106781187,0.325755140755,0.0294984037499,0.0416587672919,2.5,4.1875,0.255028198191,0.703855106233,0.75,75.65,-0.131523380524,0.489361702128,-0.563218390805,0.936538899184,0.988061217291,0.630903856711,0.5,1.65625,0.455811004557,1.13169642857,1.0,0.0,0.707106781187,0.602671793434,0.0,0.674914805779,0.15714772512,0.104075871557,0.0353001788224,0.311981253595,2.77566964286,0.230940107676,0.129837603933,0.629050450317,0.811247070084
2797.0,SHRIMPLIN,A1 SH,3,0.379149276463,16.2,13.98,1,0.809,0.020462803609,-0.0197884227827,0.0379196415847,0.0,0.44889439315,0.5,0.33988107615,0.0420470643692,0.0419042546891,2.75,4.1875,0.263862579984,-0.23906314693,1.0,73.79,-0.151311803306,0.4,-0.5,0.953586968649,0.988290405407,-0.680971899702,0.5,1.75,0.448249633993,1.3359375,0.612372435696,-0.333333333333,0.707106781187,0.606300970027,0.5,-0.112125857475,-0.475974617217,0.117629833551,0.0419873070069,0.346856031789,2.67745535714,0.0563436169819,0.104547450672,0.638852835301,0.800754008971
2797.5,SHRIMPLIN,A1 SH,3,0.592711058931,16.9,14.22,1,0.787,0.0382852454621,-0.0474922146785,-0.132718745546,0.126450766303,0.449473695034,0.5,0.34800018855,0.0434535864235,0.0347751781777,2.5,3.875,0.263683656022,-0.52557104278,1.25,76.89,-0.184292507944,0.623036649215,-0.518987341772,0.963432370663,0.988607495374,-0.294799620145,0.5,1.8125,0.440697024255,1.47321428571,0.707106781187,-0.0434782608696,0.707106781187,0.610222168886,2.0,-0.322158184902,-0.445142339612,0.0921577325613,0.0429763093458,0.351916725154,2.52566964286,0.240971178152,0.0792572974117,0.648655220286,0.785349894426
